timestamp,feed_name,category,title,link,published
2025-12-12_090248,ZDNet Japan,ICTトレンド,「Box」で進める博物館のデジタル化--北海道帯広市、百万点に上る収蔵資料を後世に残す,https://japan.zdnet.com/article/35240902/,2025-12-12T07:00:00+09:00
